Concentration A,Concentration B,Concentration C
0.199,0.045,0.756
0.083,0.19,0.727
0.187,0.118,0.695
0.092,0.116,0.792
0.116,0.082,0.802
0.017,0.124,0.859
0.169,0.143,0.688
0.155,0.076,0.769
0.032,0.092,0.876
0.099,0.201,0.7
0.191,0.207,0.602
0.154,0.055,0.791
0.162,0.096,0.742
0.081,0.197,0.722
0.057,0.185,0.758
0.197,0.082,0.721
0.13,0.076,0.794
0.147,0.209,0.644
0.162,0.09,0.748
0.042,0.114,0.844
0.182,0.117,0.701
0.029,0.144,0.827
0.092,0.07,0.838
0.182,0.133,0.685
0.163,0.059,0.778
0.161,0.059,0.78
0.172,0.088,0.74
0.051,0.154,0.795
0.156,0.207,0.637
0.154,0.124,0.722
0.13,0.21,0.66
0.138,0.179,0.683
0.167,0.146,0.687
0.181,0.06,0.759
0.182,0.097,0.721
0.107,0.175,0.718
0.091,0.013,0.896
0.152,0.021,0.827
0.184,0.16,0.656
0.18,0.067,0.753
0.052,0.028,0.92
0.175,0.068,0.757
0.051,0.153,0.796
0.088,0.153,0.759
0.206,0.026,0.768
0.086,0.151,0.763
0.06,0.089,0.851
0.118,0.109,0.773
0.135,0.126,0.739
0.175,0.199,0.626
0.218,0.146,0.636
0.017,0.131,0.852
0.114,0.097,0.789
0.103,0.158,0.739
0.188,0.035,0.777
0.138,0.119,0.743
0.206,0.124,0.67
0.158,0.091,0.751
0.186,0.061,0.753
0.181,0.197,0.622
0.179,0.217,0.604
0.123,0.208,0.669
0.023,0.151,0.826
0.21,0.192,0.598
0.079,0.198,0.723
0.158,0.029,0.813
0.13,0.096,0.774
0.147,0.181,0.672
0.17,0.132,0.698
0.15,0.185,0.665
0.175,0.147,0.678
0.138,0.198,0.664
0.186,0.137,0.677
0.072,0.043,0.885
0.045,0.06,0.895
0.194,0.175,0.631
0.203,0.194,0.603
0.023,0.098,0.879
0.042,0.127,0.831
0.038,0.094,0.868
0.175,0.182,0.643
0.035,0.079,0.886
0.105,0.148,0.747
0.201,0.177,0.622
0.215,0.024,0.761
0.037,0.163,0.8
0.115,0.22,0.665
0.111,0.037,0.852
0.207,0.078,0.715
0.158,0.205,0.637
0.026,0.183,0.791
0.131,0.181,0.688
0.112,0.092,0.796
0.107,0.084,0.809
0.167,0.037,0.796
0.047,0.185,0.768
0.155,0.209,0.636
0.135,0.202,0.663
0.078,0.037,0.885
0.033,0.139,0.828
0.211,0.167,0.622
0.188,0.131,0.681
0.075,0.183,0.742
0.103,0.014,0.883
0.18,0.132,0.688
0.099,0.182,0.719
0.089,0.073,0.838
0.074,0.105,0.821
0.133,0.043,0.824
0.158,0.058,0.784
0.041,0.192,0.767
0.04,0.184,0.776
0.206,0.139,0.655
0.196,0.187,0.617
0.199,0.186,0.615
0.176,0.055,0.769
0.027,0.162,0.811
0.169,0.045,0.786
0.216,0.126,0.658
0.037,0.132,0.831
0.177,0.139,0.684
0.161,0.03,0.809
0.122,0.093,0.785
0.057,0.124,0.819
0.038,0.099,0.863
0.015,0.12,0.865
0.162,0.16,0.678
0.031,0.149,0.82
0.034,0.094,0.872
0.093,0.166,0.741
0.162,0.156,0.682
0.089,0.078,0.833
0.091,0.053,0.856
0.118,0.201,0.681
0.145,0.152,0.703
0.116,0.036,0.848
0.164,0.163,0.673
0.081,0.05,0.869
0.077,0.042,0.881
0.191,0.084,0.725
0.162,0.127,0.711
0.078,0.058,0.864
0.191,0.16,0.649
0.025,0.187,0.788
0.195,0.085,0.72
0.143,0.062,0.795
0.089,0.188,0.723
0.148,0.162,0.69
0.015,0.144,0.841
0.047,0.159,0.794
0.127,0.162,0.711
0.193,0.017,0.79
0.162,0.129,0.709
0.113,0.131,0.756
0.04,0.156,0.804
0.068,0.076,0.856
0.217,0.033,0.75
0.193,0.107,0.7
0.184,0.148,0.668
0.17,0.114,0.716
0.124,0.131,0.745
0.179,0.186,0.635
0.018,0.206,0.776
0.032,0.189,0.779
0.095,0.206,0.699
0.129,0.07,0.801
0.163,0.092,0.745
0.126,0.047,0.827
0.185,0.089,0.726
0.104,0.211,0.685
0.169,0.185,0.646
0.073,0.207,0.72
0.16,0.084,0.756
0.055,0.021,0.924
0.048,0.199,0.753
0.123,0.038,0.839
0.194,0.108,0.698
0.207,0.133,0.66
0.044,0.089,0.867
0.16,0.078,0.762
0.179,0.126,0.695
0.122,0.066,0.812
0.157,0.188,0.655
0.114,0.062,0.824
0.128,0.136,0.736
0.059,0.091,0.85
0.075,0.041,0.884
0.204,0.074,0.722
0.026,0.149,0.825
0.146,0.151,0.703
0.076,0.045,0.879
0.117,0.054,0.829
0.093,0.034,0.873
0.148,0.036,0.816
0.141,0.168,0.691
0.092,0.155,0.753
0.143,0.164,0.693
0.022,0.026,0.952
0.097,0.148,0.755
0.188,0.156,0.656
0.115,0.177,0.708
0.018,0.13,0.852
0.022,0.189,0.789
0.066,0.027,0.907
0.072,0.196,0.732
0.019,0.156,0.825
0.104,0.016,0.88
0.174,0.134,0.692
0.075,0.014,0.911
0.149,0.09,0.761
0.175,0.077,0.748
0.182,0.036,0.782
0.072,0.067,0.861
0.115,0.159,0.726
0.103,0.018,0.879
0.205,0.18,0.615
0.13,0.095,0.775
0.2,0.133,0.667
0.073,0.097,0.83
0.06,0.218,0.722
0.049,0.093,0.858
0.087,0.052,0.861
0.085,0.108,0.807
0.023,0.098,0.879
0.204,0.027,0.769
0.094,0.141,0.765
0.2,0.183,0.617
0.18,0.19,0.63
0.169,0.158,0.673
0.039,0.188,0.773
0.114,0.053,0.833
0.199,0.144,0.657
0.04,0.137,0.823
0.062,0.016,0.922
0.131,0.164,0.705
0.205,0.092,0.703
0.183,0.142,0.675
0.044,0.188,0.768
0.089,0.168,0.743
0.146,0.192,0.662
0.193,0.179,0.628
0.039,0.064,0.897
0.107,0.128,0.765
0.11,0.137,0.753
0.144,0.164,0.692
0.111,0.061,0.828
0.181,0.2,0.619
0.053,0.16,0.787
0.145,0.204,0.651
0.036,0.061,0.903
0.039,0.175,0.786
0.077,0.152,0.771
0.156,0.134,0.71
0.143,0.168,0.689
0.051,0.066,0.883
0.136,0.051,0.813
0.047,0.127,0.826
0.156,0.151,0.693
0.091,0.17,0.739
0.154,0.208,0.638
0.183,0.022,0.795
0.167,0.214,0.619
0.038,0.195,0.767
0.064,0.021,0.915
0.201,0.19,0.609
0.105,0.165,0.73
0.117,0.15,0.733
0.069,0.163,0.768
0.14,0.019,0.841
0.153,0.076,0.771
0.127,0.096,0.777
0.041,0.151,0.808
0.152,0.078,0.77
0.175,0.134,0.691
0.115,0.025,0.86
0.045,0.219,0.736
0.051,0.055,0.894
0.165,0.198,0.637
0.052,0.188,0.76
0.155,0.106,0.739
0.013,0.078,0.909
0.086,0.139,0.775
0.059,0.144,0.797
0.18,0.211,0.609
0.109,0.166,0.725
0.18,0.116,0.704
0.196,0.033,0.771
0.043,0.187,0.77
0.198,0.028,0.774
0.083,0.101,0.816
0.208,0.065,0.727
0.203,0.028,0.769
0.144,0.18,0.676
0.192,0.064,0.744
0.152,0.159,0.689
0.091,0.207,0.702
0.082,0.107,0.811
0.154,0.168,0.678
0.162,0.125,0.713
0.181,0.122,0.697
0.056,0.161,0.783
0.021,0.024,0.955
0.026,0.033,0.941
0.047,0.1,0.853
0.208,0.181,0.611
0.154,0.09,0.756
0.026,0.203,0.771
0.181,0.156,0.663
0.139,0.197,0.664
0.106,0.126,0.768
0.146,0.174,0.68
0.12,0.065,0.815
0.056,0.132,0.812
0.121,0.124,0.755
0.033,0.05,0.917
0.035,0.107,0.858
0.113,0.168,0.719
0.093,0.104,0.803
0.199,0.169,0.632
0.129,0.057,0.814
0.085,0.187,0.728
0.098,0.109,0.793
0.217,0.056,0.727
0.191,0.075,0.734
0.111,0.063,0.826
0.065,0.201,0.734
0.105,0.156,0.739
0.049,0.119,0.832
0.063,0.06,0.877
0.022,0.22,0.758
0.058,0.116,0.826
0.104,0.014,0.882
0.075,0.191,0.734
0.102,0.025,0.873
0.134,0.184,0.682
0.046,0.068,0.886
0.055,0.091,0.854
0.112,0.113,0.775
0.091,0.112,0.797
0.09,0.091,0.819
0.199,0.2,0.601
0.13,0.06,0.81
0.179,0.013,0.808
0.072,0.058,0.87
0.186,0.22,0.594
0.031,0.18,0.789
0.051,0.201,0.748
0.075,0.079,0.846
0.122,0.137,0.741
0.18,0.127,0.693
0.021,0.121,0.858
0.014,0.053,0.933
0.056,0.132,0.812
0.078,0.132,0.79
0.079,0.036,0.885
0.132,0.154,0.714
0.086,0.108,0.806
0.184,0.194,0.622
0.039,0.133,0.828
0.161,0.093,0.746
0.028,0.188,0.784
0.169,0.063,0.768
0.053,0.02,0.927
0.14,0.181,0.679
0.145,0.101,0.754
0.198,0.192,0.61
0.191,0.143,0.666
0.202,0.021,0.777
0.034,0.119,0.847
0.212,0.18,0.608
0.155,0.183,0.662
0.052,0.047,0.901
0.1,0.063,0.837
0.115,0.2,0.685
0.21,0.112,0.678
0.183,0.117,0.7
0.104,0.075,0.821
0.063,0.174,0.763
0.096,0.081,0.823
0.039,0.085,0.876
0.16,0.102,0.738
0.045,0.094,0.861
0.104,0.068,0.828
0.128,0.077,0.795
0.143,0.214,0.643
0.022,0.067,0.911
0.026,0.129,0.845
0.182,0.033,0.785
0.115,0.05,0.835
0.089,0.171,0.74
0.135,0.184,0.681
0.04,0.069,0.891
0.206,0.133,0.661
0.025,0.208,0.767
0.083,0.077,0.84
0.017,0.113,0.87
0.087,0.012,0.901
0.066,0.036,0.898
0.174,0.013,0.813
0.2,0.112,0.688
0.176,0.137,0.687
0.115,0.201,0.684
0.118,0.209,0.673
0.1,0.089,0.811
0.098,0.031,0.871
0.169,0.053,0.778
0.184,0.216,0.6
0.119,0.066,0.815
0.135,0.186,0.679
0.111,0.126,0.763
0.084,0.114,0.802
0.054,0.19,0.756
0.038,0.034,0.928
0.082,0.039,0.879
0.177,0.032,0.791
0.197,0.088,0.715
0.059,0.16,0.781
0.185,0.177,0.638
0.124,0.192,0.684
0.115,0.172,0.713
0.052,0.041,0.907
0.031,0.193,0.776
0.029,0.058,0.913
0.154,0.078,0.768
0.125,0.037,0.838
0.013,0.091,0.896
0.212,0.022,0.766
0.186,0.048,0.766
0.077,0.21,0.713
0.062,0.178,0.76
0.204,0.2,0.596
0.15,0.034,0.816
0.129,0.197,0.674
0.133,0.078,0.789
0.189,0.013,0.798
0.187,0.067,0.746
0.185,0.079,0.736
0.126,0.198,0.676
0.121,0.127,0.752
0.012,0.052,0.936
0.069,0.156,0.775
0.052,0.117,0.831
0.04,0.219,0.741
0.033,0.016,0.951
0.101,0.078,0.821
0.161,0.076,0.763
0.163,0.197,0.64
0.115,0.074,0.811
0.101,0.193,0.706
0.057,0.078,0.865
0.065,0.142,0.793
0.151,0.16,0.689
0.157,0.14,0.703
0.159,0.07,0.771
0.087,0.111,0.802
0.029,0.2,0.771
0.124,0.037,0.839
0.026,0.112,0.862
0.073,0.023,0.904
0.034,0.088,0.878
0.074,0.012,0.914
0.102,0.192,0.706
0.04,0.112,0.848
0.155,0.135,0.71
0.115,0.156,0.729
0.15,0.034,0.816
0.151,0.196,0.653
0.042,0.128,0.83
0.026,0.112,0.862
0.142,0.163,0.695
0.168,0.15,0.682
0.106,0.03,0.864
0.088,0.062,0.85
0.213,0.193,0.594
0.167,0.028,0.805
0.047,0.106,0.847
0.094,0.042,0.864
0.129,0.132,0.739
0.167,0.194,0.639
0.167,0.096,0.737
0.101,0.109,0.79
0.163,0.129,0.708
0.037,0.194,0.769
0.067,0.08,0.853
0.19,0.204,0.606
0.057,0.078,0.865
0.153,0.07,0.777
0.05,0.096,0.854
0.082,0.126,0.792
0.135,0.128,0.737
0.069,0.108,0.823
0.042,0.199,0.759
0.022,0.18,0.798
0.173,0.072,0.755
0.18,0.043,0.777
0.155,0.146,0.699
0.059,0.162,0.779
0.198,0.075,0.727
0.166,0.145,0.689
0.186,0.095,0.719
0.184,0.19,0.626
0.128,0.048,0.824
0.046,0.092,0.862
0.05,0.171,0.779
0.09,0.196,0.714
0.034,0.033,0.933
0.063,0.195,0.742
0.203,0.209,0.588
0.056,0.043,0.901
0.129,0.014,0.857
0.06,0.173,0.767
0.146,0.088,0.766
0.146,0.172,0.682
0.032,0.052,0.916
0.029,0.218,0.753
0.162,0.168,0.67
0.023,0.025,0.952
0.091,0.209,0.7
0.211,0.185,0.604
0.186,0.156,0.658
0.205,0.065,0.73
0.069,0.208,0.723
0.021,0.196,0.783
0.148,0.042,0.81
0.179,0.074,0.747
0.149,0.048,0.803
0.041,0.165,0.794
0.176,0.164,0.66
0.157,0.036,0.807
0.19,0.053,0.757
0.204,0.038,0.758
0.015,0.045,0.94
0.035,0.177,0.788
0.127,0.183,0.69
0.165,0.054,0.781
0.18,0.042,0.778
0.147,0.202,0.651
0.104,0.161,0.735
0.128,0.161,0.711
0.148,0.065,0.787
0.037,0.195,0.768
0.192,0.065,0.743
0.111,0.031,0.858
0.104,0.204,0.692
0.184,0.149,0.667
0.16,0.199,0.641
0.136,0.088,0.776
0.171,0.07,0.759
0.031,0.017,0.952
0.182,0.042,0.776
0.146,0.137,0.717
0.17,0.026,0.804
0.129,0.087,0.784
0.176,0.013,0.811
0.186,0.049,0.765
0.068,0.133,0.799
0.122,0.069,0.809
0.19,0.072,0.738
0.071,0.193,0.736
0.152,0.148,0.7
0.162,0.197,0.641
0.088,0.154,0.758
0.035,0.215,0.75
0.068,0.016,0.916
0.201,0.205,0.594
0.14,0.147,0.713
0.021,0.178,0.801
0.106,0.17,0.724
0.128,0.176,0.696
0.131,0.215,0.654
0.026,0.125,0.849
0.202,0.204,0.594
0.045,0.137,0.818
0.12,0.196,0.684
0.172,0.184,0.644
0.145,0.093,0.762
0.034,0.188,0.778
0.121,0.112,0.767
0.108,0.144,0.748
0.177,0.078,0.745
0.145,0.122,0.733
0.124,0.22,0.656
0.111,0.026,0.863
0.194,0.219,0.587
0.213,0.181,0.606
0.169,0.139,0.692
0.024,0.011,0.965
0.183,0.125,0.692
0.079,0.08,0.841
0.189,0.189,0.622
0.101,0.194,0.705
0.033,0.02,0.947
0.148,0.154,0.698
0.114,0.012,0.874
0.072,0.138,0.79
0.18,0.144,0.676
0.023,0.16,0.817
0.171,0.086,0.743
0.087,0.219,0.694
0.025,0.178,0.797
0.018,0.209,0.773
0.143,0.112,0.745
0.125,0.143,0.732
0.143,0.143,0.714
0.03,0.203,0.767
0.07,0.047,0.883
0.162,0.029,0.809
0.086,0.161,0.753
0.159,0.183,0.658
0.204,0.135,0.661
0.089,0.166,0.745
0.042,0.2,0.758
0.036,0.135,0.829
0.123,0.172,0.705
0.111,0.031,0.858
0.13,0.076,0.794
0.183,0.031,0.786
0.111,0.082,0.807
0.176,0.104,0.72
0.06,0.183,0.757
0.053,0.048,0.899
0.046,0.129,0.825
0.184,0.117,0.699
0.149,0.031,0.82
0.144,0.136,0.72
0.046,0.194,0.76
0.162,0.111,0.727
0.072,0.159,0.769
0.131,0.133,0.736
0.063,0.156,0.781
0.134,0.086,0.78
0.063,0.201,0.736
0.112,0.141,0.747
0.073,0.02,0.907
0.029,0.059,0.912
0.206,0.18,0.614
0.154,0.065,0.781
0.087,0.155,0.758
0.168,0.061,0.771
0.088,0.045,0.867
0.14,0.134,0.726
0.135,0.212,0.653
0.148,0.045,0.807
0.109,0.082,0.809
0.077,0.017,0.906
0.049,0.103,0.848
0.105,0.084,0.811
0.148,0.139,0.713
0.168,0.195,0.637
0.058,0.084,0.858
0.106,0.056,0.838
0.188,0.195,0.617
0.067,0.188,0.745
0.14,0.068,0.792
0.219,0.129,0.652
0.084,0.133,0.783
0.111,0.176,0.713
0.212,0.088,0.7
0.193,0.177,0.63
0.069,0.064,0.867
0.084,0.091,0.825
0.033,0.2,0.767
0.046,0.202,0.752
0.09,0.204,0.706
0.203,0.184,0.613
0.118,0.184,0.698
0.218,0.084,0.698
0.042,0.117,0.841
0.061,0.032,0.907
0.045,0.038,0.917
0.128,0.148,0.724
0.086,0.108,0.806
0.097,0.127,0.776
0.184,0.119,0.697
0.146,0.088,0.766
0.154,0.067,0.779
0.159,0.015,0.826
0.169,0.202,0.629
0.218,0.152,0.63
0.047,0.029,0.924
0.128,0.135,0.737
0.089,0.039,0.872
0.025,0.117,0.858
0.151,0.055,0.794
0.134,0.105,0.761
0.089,0.037,0.874
0.102,0.133,0.765
0.118,0.1,0.782
0.125,0.173,0.702
0.185,0.153,0.662
0.128,0.115,0.757
0.135,0.137,0.728
0.022,0.111,0.867
0.21,0.091,0.699
0.06,0.021,0.919
0.085,0.103,0.812
0.186,0.197,0.617
0.032,0.089,0.879
0.162,0.078,0.76
0.157,0.062,0.781
0.171,0.081,0.748
0.079,0.025,0.896
0.148,0.166,0.686
0.087,0.058,0.855
0.2,0.061,0.739
0.034,0.143,0.823
0.161,0.197,0.642
0.132,0.147,0.721
0.027,0.184,0.789
0.138,0.032,0.83
0.099,0.154,0.747
0.066,0.1,0.834
0.15,0.121,0.729
0.139,0.119,0.742
0.1,0.113,0.787
0.139,0.178,0.683
0.11,0.143,0.747
0.046,0.099,0.855
0.109,0.155,0.736
0.075,0.02,0.905
0.041,0.099,0.86
0.112,0.158,0.73
0.129,0.116,0.755
0.183,0.113,0.704
0.035,0.075,0.89
0.117,0.018,0.865
0.162,0.151,0.687
0.155,0.196,0.649
0.071,0.153,0.776
0.021,0.049,0.93
0.13,0.049,0.821
0.087,0.096,0.817
0.172,0.09,0.738
0.19,0.1,0.71
0.196,0.191,0.613
0.029,0.169,0.802
0.023,0.072,0.905
0.07,0.016,0.914
0.183,0.055,0.762
0.016,0.049,0.935
0.189,0.22,0.591
0.104,0.151,0.745
0.089,0.065,0.846
0.123,0.202,0.675
0.086,0.199,0.715
0.1,0.14,0.76
0.106,0.049,0.845
0.159,0.197,0.644
0.087,0.067,0.846
0.139,0.016,0.845
0.164,0.168,0.668
0.033,0.172,0.795
0.072,0.096,0.832
0.155,0.045,0.8
0.067,0.167,0.766
0.189,0.039,0.772
0.187,0.18,0.633
0.11,0.188,0.702
0.197,0.104,0.699
0.202,0.033,0.765
0.077,0.113,0.81
0.125,0.013,0.862
0.094,0.075,0.831
0.127,0.11,0.763
0.021,0.148,0.831
0.025,0.108,0.867
0.057,0.148,0.795
0.152,0.182,0.666
0.015,0.094,0.891
0.155,0.188,0.657
0.125,0.053,0.822
0.011,0.087,0.902
0.134,0.043,0.823
0.03,0.075,0.895
0.201,0.171,0.628
0.055,0.102,0.843
0.18,0.131,0.689
0.093,0.218,0.689
0.083,0.208,0.709
0.183,0.179,0.638
0.136,0.121,0.743
0.13,0.058,0.812
0.102,0.126,0.772
0.081,0.192,0.727
0.063,0.107,0.83
0.186,0.064,0.75
0.104,0.037,0.859
0.151,0.043,0.806
0.061,0.2,0.739
0.056,0.153,0.791
0.168,0.109,0.723
0.093,0.171,0.736
0.091,0.199,0.71
0.08,0.028,0.892
0.079,0.158,0.763
0.075,0.13,0.795
0.024,0.095,0.881
0.162,0.052,0.786
0.183,0.022,0.795
0.028,0.211,0.761
0.076,0.19,0.734
0.2,0.057,0.743
0.181,0.02,0.799
0.046,0.034,0.92
0.216,0.194,0.59
0.023,0.038,0.939
0.046,0.194,0.76
0.089,0.176,0.735
0.031,0.186,0.783
0.148,0.033,0.819
0.181,0.13,0.689
0.04,0.074,0.886
0.057,0.064,0.879
0.121,0.192,0.687
0.062,0.201,0.737
0.153,0.106,0.741
0.136,0.075,0.789
0.112,0.068,0.82
0.089,0.173,0.738
0.044,0.136,0.82
0.115,0.126,0.759
0.068,0.152,0.78
0.05,0.027,0.923
0.049,0.143,0.808
0.054,0.167,0.779
0.049,0.131,0.82
0.073,0.218,0.709
0.157,0.028,0.815
0.062,0.121,0.817
0.209,0.036,0.755
0.098,0.032,0.87
0.057,0.195,0.748
0.183,0.15,0.667
0.204,0.076,0.72
0.218,0.103,0.679
0.034,0.028,0.938
0.094,0.134,0.772
0.099,0.09,0.811
0.139,0.034,0.827
0.034,0.117,0.849
0.073,0.146,0.781
0.12,0.125,0.755
0.131,0.207,0.662
0.143,0.042,0.815
0.098,0.111,0.791
0.145,0.11,0.745
0.145,0.104,0.751
0.101,0.187,0.712
0.129,0.039,0.832
0.035,0.08,0.885
0.154,0.037,0.809
0.033,0.212,0.755
0.121,0.098,0.781
0.098,0.194,0.708
0.101,0.213,0.686
0.154,0.093,0.753
0.158,0.142,0.7
0.107,0.207,0.686
0.197,0.189,0.614
0.203,0.183,0.614
0.157,0.134,0.709
0.156,0.082,0.762
0.201,0.082,0.717
0.201,0.19,0.609
0.2,0.149,0.651
0.12,0.084,0.796
0.186,0.105,0.709
0.198,0.186,0.616
0.11,0.199,0.691
0.139,0.095,0.766
0.136,0.113,0.751
0.201,0.155,0.644
0.171,0.048,0.781
0.175,0.02,0.805
0.177,0.136,0.687
0.134,0.067,0.799
0.15,0.083,0.767
0.183,0.187,0.63
0.049,0.08,0.871
0.099,0.158,0.743
0.132,0.04,0.828
0.18,0.194,0.626
0.03,0.011,0.959
0.18,0.158,0.662
0.062,0.178,0.76
0.167,0.057,0.776
0.206,0.124,0.67
0.101,0.21,0.689
0.142,0.182,0.676
0.08,0.016,0.904
0.215,0.109,0.676
0.07,0.141,0.789
0.082,0.176,0.742
0.045,0.201,0.754
0.064,0.133,0.803
0.157,0.121,0.722
0.157,0.195,0.648
0.208,0.071,0.721
0.204,0.121,0.675
0.155,0.16,0.685
0.137,0.174,0.689
0.058,0.032,0.91
0.063,0.02,0.917
0.218,0.07,0.712
0.067,0.134,0.799
0.109,0.059,0.832
0.181,0.093,0.726
0.168,0.089,0.743
0.165,0.073,0.762
0.064,0.183,0.753
0.024,0.174,0.802
0.196,0.192,0.612
0.057,0.025,0.918
0.14,0.074,0.786
0.136,0.1,0.764
0.022,0.027,0.951
0.104,0.039,0.857
0.109,0.128,0.763
0.081,0.057,0.862
0.138,0.103,0.759
0.105,0.054,0.841
0.093,0.133,0.774
0.147,0.125,0.728
0.13,0.129,0.741
0.071,0.024,0.905
0.13,0.179,0.691
0.155,0.097,0.748
0.109,0.05,0.841
0.19,0.081,0.729
0.193,0.162,0.645
0.151,0.178,0.671
0.011,0.199,0.79
0.089,0.068,0.843
0.205,0.141,0.654
0.199,0.178,0.623
0.199,0.158,0.643
0.163,0.091,0.746
0.19,0.182,0.628
0.142,0.214,0.644
0.171,0.111,0.718
0.109,0.056,0.835
0.177,0.032,0.791
0.05,0.204,0.746
0.171,0.109,0.72
0.155,0.21,0.635
0.183,0.093,0.724
0.117,0.104,0.779
0.03,0.156,0.814
0.038,0.157,0.805
0.127,0.124,0.749
0.113,0.205,0.682
0.184,0.06,0.756
0.191,0.154,0.655
0.128,0.075,0.797
0.059,0.068,0.873
0.1,0.172,0.728
0.209,0.168,0.623
0.085,0.072,0.843
0.023,0.156,0.821
0.151,0.201,0.648
0.166,0.053,0.781
0.076,0.014,0.91
0.194,0.053,0.753
0.186,0.077,0.737
0.057,0.212,0.731
0.048,0.166,0.786
0.172,0.033,0.795
0.051,0.103,0.846
0.075,0.024,0.901
0.163,0.059,0.778
0.105,0.162,0.733
0.194,0.121,0.685
0.088,0.146,0.766
0.151,0.144,0.705
0.071,0.116,0.813
0.141,0.101,0.758
0.043,0.031,0.926
0.185,0.148,0.667
0.08,0.038,0.882
0.191,0.191,0.618
0.124,0.017,0.859
0.145,0.158,0.697
0.132,0.031,0.837
0.072,0.065,0.863
0.117,0.041,0.842
0.192,0.123,0.685
0.095,0.132,0.773
0.187,0.137,0.676
0.177,0.067,0.756
0.192,0.111,0.697
0.057,0.14,0.803
0.144,0.037,0.819
0.021,0.139,0.84
0.037,0.146,0.817
0.132,0.012,0.856
0.14,0.127,0.733
0.069,0.112,0.819
0.13,0.143,0.727
0.184,0.187,0.629
0.13,0.181,0.689
0.065,0.166,0.769
0.062,0.082,0.856
0.163,0.066,0.771
0.12,0.133,0.747
0.133,0.093,0.774
0.047,0.167,0.786
0.143,0.177,0.68
0.033,0.124,0.843
0.192,0.129,0.679
0.134,0.094,0.772
0.102,0.069,0.829
0.064,0.133,0.803
0.133,0.21,0.657
0.121,0.094,0.785
0.143,0.075,0.782
0.17,0.062,0.768
0.215,0.065,0.72
0.034,0.143,0.823
0.165,0.201,0.634
0.036,0.076,0.888
0.076,0.185,0.739
0.176,0.044,0.78
0.177,0.088,0.735
0.205,0.208,0.587
0.198,0.016,0.786
0.156,0.104,0.74
0.099,0.165,0.736
0.065,0.153,0.782
0.13,0.151,0.719
0.087,0.124,0.789
0.085,0.091,0.824
0.182,0.073,0.745
0.068,0.194,0.738
0.071,0.076,0.853
0.048,0.091,0.861
0.027,0.11,0.863
0.066,0.196,0.738
0.125,0.116,0.759
0.086,0.168,0.746
0.037,0.046,0.917
0.092,0.122,0.786
0.017,0.145,0.838
0.148,0.155,0.697
0.185,0.151,0.664
0.184,0.089,0.727
0.119,0.053,0.828
0.022,0.045,0.933
0.048,0.158,0.794
0.14,0.144,0.716
0.15,0.06,0.79
0.147,0.194,0.659
0.131,0.192,0.677
0.133,0.205,0.662
0.153,0.031,0.816
0.111,0.138,0.751
0.171,0.135,0.694
0.146,0.025,0.829
0.201,0.17,0.629
0.028,0.129,0.843
0.045,0.107,0.848
0.158,0.172,0.67
0.033,0.131,0.836
0.034,0.149,0.817
0.028,0.156,0.816
0.186,0.08,0.734
0.096,0.185,0.719
0.035,0.185,0.78
0.112,0.137,0.751
0.163,0.076,0.761
0.093,0.182,0.725
0.115,0.175,0.71
0.108,0.148,0.744
0.045,0.191,0.764
0.154,0.133,0.713
0.144,0.104,0.752
0.062,0.186,0.752
0.067,0.205,0.728
0.205,0.077,0.718
0.081,0.2,0.719
0.085,0.18,0.735
0.125,0.051,0.824
0.171,0.05,0.779
0.127,0.06,0.813
0.215,0.196,0.589
0.094,0.036,0.87
0.098,0.198,0.704
0.074,0.115,0.811
0.151,0.126,0.723
0.073,0.109,0.818
0.137,0.205,0.658
0.025,0.076,0.899
0.018,0.09,0.892
0.216,0.021,0.763
0.036,0.054,0.91
0.121,0.115,0.764
0.146,0.148,0.706
0.025,0.114,0.861
0.152,0.209,0.639
0.176,0.197,0.627
0.099,0.101,0.8
0.034,0.099,0.867
0.172,0.077,0.751
0.147,0.173,0.68
0.154,0.205,0.641
0.037,0.103,0.86
0.062,0.184,0.754
0.181,0.158,0.661
0.075,0.205,0.72
0.135,0.096,0.769
0.135,0.201,0.664
0.161,0.137,0.702
0.057,0.027,0.916
0.196,0.054,0.75
0.074,0.06,0.866
0.203,0.184,0.613
0.026,0.218,0.756
0.027,0.182,0.791
0.093,0.087,0.82
0.182,0.095,0.723
0.132,0.03,0.838
0.097,0.207,0.696
0.066,0.018,0.916
0.065,0.024,0.911
0.126,0.101,0.773
0.129,0.076,0.795
0.027,0.146,0.827
0.045,0.068,0.887
0.058,0.125,0.817
0.099,0.09,0.811
0.165,0.079,0.756
0.162,0.102,0.736
0.156,0.062,0.782
0.153,0.085,0.762
0.125,0.176,0.699
0.179,0.06,0.761
0.034,0.152,0.814
0.208,0.083,0.709
0.105,0.19,0.705
0.164,0.14,0.696
0.075,0.166,0.759
0.071,0.045,0.884
0.194,0.188,0.618
0.208,0.189,0.603
0.167,0.18,0.653
0.042,0.03,0.928
0.103,0.076,0.821
0.122,0.196,0.682
0.204,0.088,0.708
0.17,0.109,0.721
0.131,0.174,0.695
0.123,0.193,0.684
0.202,0.086,0.712
0.208,0.141,0.651
0.035,0.081,0.884
0.17,0.19,0.64
0.122,0.166,0.712
0.157,0.054,0.789
0.048,0.067,0.885
0.062,0.042,0.896
0.081,0.077,0.842
0.031,0.174,0.795
0.148,0.193,0.659
0.188,0.035,0.777
0.204,0.092,0.704
0.033,0.026,0.941
